plant_name,scientific_name,plant_category,plant_type,days_to_maturity,plant_spacing,sowing_depth,position,season,germination,sowing_method,hardiness_life_cycle,characteristics,description,additional_information,seed_type,image_filename,cool_climate_sowing_period,temperate_climate_sowing_period,subtropical_climate_sowing_period,tropical_climate_sowing_period,arid_climate_sowing_period
Salad Burnet,Sanguisorba minor,herb,Perennial 60cm; Culinary herb; Nutty cucumber-like flavour,70-90 days,30cm,8mm,"Full sun, moist soil","Spring, summer and autumn",14-21 days @ 10-14°C,Sow direct or raise seedlings,Hardy Perennial,Nutty cucumber-like flavour; Sweet and sour flavour,"**Lovage** is a perennial growing up to 60cm, featuring compact leaves with a nutty flavor reminiscent of cucumber when used fresh in salads or as garnish, and in drinks, soups, and teas.",Culinary use; Medicinal use,"Open pollinated, untreated, non-GMO variety of seed",Salad Burnet_Sanguisorba minor/Salad Burnet_Sanguisorba minor_1.jpg; Salad Burnet_Sanguisorba minor/Salad Burnet_Sanguisorba minor_2.jpg; Salad Burnet_Sanguisorba minor/Salad Burnet_Sanguisorba minor_3.jpg; Salad Burnet_Sanguisorba minor/Salad Burnet_Sanguisorba minor_4.jpg,"September, October, November",,,,
Savory- Summer,Satureja hortensis,herb,Annual 40cm; Culinary herb; Peppery flavour,60-70 days,40cm,3mm,"Full sun, moist well drained soil",Spring,7-14 days @ 20-22°C,Sow direct or raise seedlings,Hardy Annual,Peppery flavour; Sweet and sour flavour,"**Basil** is an annual growing to 40cm, characterized by bushy plants with aromatic leaves that have a peppery flavor commonly used in soups, stews, meat, fish, and egg dishes. It's also popular as a garnish and condiment and can be incorporated into potpourri for its fragrance. Basil attracts bees and is suitable for borders and rockeries.",Container growing; Rockeries; Borders; Culinary use; Medicinal use; Attracts beneficial insects,"Open pollinated, untreated, non-GMO variety of seed",Savory- Summer_Satureja hortensis/Savory- Summer_Satureja hortensis_1.jpg; Savory- Summer_Satureja hortensis/Savory- Summer_Satureja hortensis_2.jpg; Savory- Summer_Satureja hortensis/Savory- Summer_Satureja hortensis_3.jpg; Savory- Summer_Satureja hortensis/Savory- Summer_Satureja hortensis_4.jpg,"September, October, November","September, October, November","August, September, October","May, June, July","June, July, August"
Savory- Summer Midget,Satureja hortensis,herb,Annual to 25cm; Culinary herb; Compact habit,60-70 days,25cm,3mm,"Full sun, moist well drained soil",Spring,7-14 days @ 20-22°C,Sow direct or raise seedlings,Hardy Annual,Compact habit; Sweet and sour flavour,"**Savory** is an annual growing up to 25cm tall, boasting green leaves tinged with bronze and small white flowers. Traditionally used in the herb mix 'Herbes de Provence', it has a mild peppery taste that can be utilized fresh or dried to season meat, vegetables, or salads. Savory's compact habit and high essential oil content make it particularly valuable for culinary purposes.",Culinary use; Medicinal use,"Open pollinated, untreated, non-GMO variety of seed",Savory- Summer Midget_Satureja hortensis/Savory- Summer Midget_Satureja hortensis_1.jpg; Savory- Summer Midget_Satureja hortensis/Savory- Summer Midget_Satureja hortensis_2.jpg; Savory- Summer Midget_Satureja hortensis/Savory- Summer Midget_Satureja hortensis_3.jpg,"September, October, November","September, October, November","August, September, October","May, June, July","June, July, August"
Saw Tooth Coriander,Eryngium foetidum,herb,Biennial to 15cm; Culinary herb,80-90 days,30cm,0mm,"Shade, moist well drained soil",Spring and summer,14-28 days @ 25-28°C,Saw Tooth Coriander seeds can be sown directly into the garden OR seedlings can be raised in trays or other containers and transplanted to the garden once established,Frost Tender Biennial,Sweet and sour flavour,"**Culantro** is another name for _Eryngium antihystericum_, a small slow-growing plant forming a rosette of mid-green toothed leaves up to 15cm long. Used as a herb for seasoning and marinating, culantro has a strong flavor profile that's often used in Caribbean and Cuban cuisine. It can be consumed fresh or dried and is sometimes employed as a substitute for coriander due to its potency.",Culinary use; Medicinal use,"Open pollinated, untreated, non-GMO variety of seed",Saw Tooth Coriander_Eryngium foetidum/Saw Tooth Coriander_Eryngium foetidum_1.jpg; Saw Tooth Coriander_Eryngium foetidum/Saw Tooth Coriander_Eryngium foetidum_2.jpg; Saw Tooth Coriander_Eryngium foetidum/Saw Tooth Coriander_Eryngium foetidum_3.jpg,"September, October, November",,,,
Scurvygrass,Cochlearia officinalis,herb,Biennial to 30cm; Edible leaves are high in nutrients; Tolerates saline and coastal conditions,,30cm,1mm,"Full sun, part or full shade, moist well drained soil",Spring,10-20 days @ 18-21°C,Scurvygrass seeds can be sown directly into the garden OR seedlings can be raised in trays or other containers and transplanted to the garden once established,Frost Hardy Biennial,Sweet and sour flavour,"**Scurvy Grass**, or Spoonwort, is a biennial from the Brassica family growing up to 30cm with green leaves having a bitter taste traditionally used to treat scurvy by providing vitamin C. These leaves can be dried or extracted and applied externally to heal ulcers. Scurvygrass also attracts wildlife with its white or pale mauve flowers, and it tolerates a wide range of conditions.",Attracts beneficial insects; Medicinal use,"Open pollinated, untreated, non-GMO variety of seed",Scurvygrass_Cochlearia officinalis/Scurvygrass_Cochlearia officinalis_1.jpg; Scurvygrass_Cochlearia officinalis/Scurvygrass_Cochlearia officinalis_2.jpg; Scurvygrass_Cochlearia officinalis/Scurvygrass_Cochlearia officinalis_3.jpg,"September, October, November",,,,
Silver Wormwood,Artemisia ludoviciana,herb,Attractive foliage; Mosquito repellent; Medicinal Use,150+ days,60cm,1mm,"Part or full sun, moist well drained soil",Autumn,14-35 days @ 18-21°C,**Sow direct:** This means that the seeds are best sown directly into the garden,Hardy Perennial,Sweet and sour flavour,". **Western Mugwort** is a perennial herb growing up to 90cm, characterized by a bushy low-growing shrub habit with spreading stems and attractive soft silver-grey foliage. It's perfect for adding contrast foliage to plantings and can thrive in containers. Despite having insignificant flowers, this plant has been used historically for both medicinal and ceremonial purposes. Its crushed leaves release a pleasant sage-like aroma often used as a deodoriser or burnt as a natural mosquito repellent.",Container growing; Borders; Medicinal use; Attracts beneficial insects,"Open pollinated, untreated, non-GMO variety of seed",Silver Wormwood_Artemisia ludoviciana/Silver Wormwood_Artemisia ludoviciana_1.jpg,"September, October, November",,,,
Skullcap- Oriental Blue,Scutellaria baicalensis,herb,Perennial to 40cm; Medicinal uses; Spikes of purple flowers in summer,180 days,30cm,2mm,"Full sun or part shade, moist well drained soil",Late winter and spring,7-21 days @ 15-21°C,**Raise seedlings:** This means seeds are best started off in trays or other containers and then transplanted to their final position once they are established,Frost Hardy Perennial,Sweet and sour flavour,"**Huang-Qin (Baikal Skullcap)** Perennial growing to 40cm, with dark green spear-shaped leaves that showcase spikes of blue-purple flowers in spring and summer. This adaptable plant spreads along the ground, making it perfect for mass planting as a beautiful groundcover. In traditional Chinese medicine, its dried roots are valued for their medicinal properties, particularly in treating colds, bacterial infections, and liver problems. Roots can be harvested after two years and are also known as 'Golden Root'.",Purple/Violet Flowers; Mass plantings; Drought tolerant; Ground Cover; Medicinal use; Ornamental use,"Open pollinated, untreated, non-GMO variety of seed",Skullcap- Oriental Blue_Scutellaria baicalensis/Skullcap- Oriental Blue_Scutellaria baicalensis_1.jpg; Skullcap- Oriental Blue_Scutellaria baicalensis/Skullcap- Oriental Blue_Scutellaria baicalensis_2.jpg,"September, October, November",,,,
Soapwort,Saponaria officinalis,herb,Perennial 100cm; A soap can be made from boiling...; Pale-pink/white flowers with sweet scent,85 days flower (730 days root harvest),50cm,5mm,"Part or full sun, moist soil","Autumn, late winter and spring",21-30 days @ 12-21°C,**Raise seedlings:** This means seeds are best started off in trays or other containers and then transplanted to their final position once they are established,Hardy Perennial,Pale-pink/white flowers with sweet scent; Sweet and sour flavour,"**Bouncing Bet (Soapwort)** Perennial growing to 60cm with an upright spreading habit, featuring attractive pale-pink/white flowers that have a sweet fruity scent. This versatile plant is great for borders or ground covers and has additional uses: a soap can be made by boiling or steeping the whole plant in water, which is said to be gentler than synthetic cleaners.",Borders; Ground Cover; Medicinal use,"Open pollinated, untreated, non-GMO variety of seed",Soapwort_Saponaria officinalis/Soapwort_Saponaria officinalis_1.jpg; Soapwort_Saponaria officinalis/Soapwort_Saponaria officinalis_2.jpg; Soapwort_Saponaria officinalis/Soapwort_Saponaria officinalis_3.jpg; Soapwort_Saponaria officinalis/Soapwort_Saponaria officinalis_4.jpg,"September, October, November",,,,
Sorrel,Rumex acetosa,herb,Perennial 60cm; Culinary herb/leaf vegetable; Zesty lemon flavour,60 days,30cm,5mm,"Full or part sun, moist well drained soil",Spring and autumn,7-14 days @ 20-22°C,Sow direct or raise seedlings,Hardy Perennial,Zesty lemon flavour; Excellent flavour; Sweet and sour flavour,"**Sorrel (French Sorrel)** Perennial growing to 60cm with large succulent green leaves reaching up to 20cm in length. The leaves have a zesty lemon flavour that is slightly sour and are most commonly used as a salad green but can also be cooked like spinach or in soups, sauces, and stews.",Culinary use,"Open pollinated, untreated, non-GMO variety of seed",Sorrel_Rumex acetosa/Sorrel_Rumex acetosa_1.jpg; Sorrel_Rumex acetosa/Sorrel_Rumex acetosa_2.jpg; Sorrel_Rumex acetosa/Sorrel_Rumex acetosa_3.jpg; Sorrel_Rumex acetosa/Sorrel_Rumex acetosa_4.jpg,"March, April, May, September, October, November","March, April, May, August, September, October","March, April, May, August, September","April, May, June, July, August","March, April, May, September, October, November"
Sorrel- Red Veined,Rumex sanguineus,herb,"Bright green leaves with red veins; Culinary herb/leaf vegetable; Also known as ""Bloody Dock""",65-70 days,30cm,5mm,Full or part sun,Spring and autumn,7-14 days @ 20-22°C,Sow direct or raise seedlings,Hardy Perennial,Excellent flavour; Sweet and sour flavour,"**Bloody Dock (Red Veined Sorrel)** Perennial culinary herb and leaf vegetable growing to 60cm with bright green leaves featuring highly ornamental red veins. The leaves have a tangy lemon flavour that is slightly acidic; most commonly used as a salad green but also cooked like spinach or in soups, sauces, and stews.",Culinary use; Medicinal use,"Open pollinated, untreated, non-GMO variety of seed",Sorrel- Red Veined_Rumex sanguineus/Sorrel- Red Veined_Rumex sanguineus_1.jpg; Sorrel- Red Veined_Rumex sanguineus/Sorrel- Red Veined_Rumex sanguineus_2.jpg; Sorrel- Red Veined_Rumex sanguineus/Sorrel- Red Veined_Rumex sanguineus_3.jpg,"March, April, May, September, October, November","March, April, May, August, September, October","March, April, May, August, September","April, May, June, July, August","March, April, May, September, October, November"
